number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower,canonical_name,ki_nM,censored,pKi
5367,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,HUMAN,CORTEX,,199.52,"BONHAUS DW, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7582481&dopt=Abstract,5-hydroxy tryptamine,serotonin,199.52,False,6.700013563865532
5376,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CLONED,,125.89,"BONHAUS DW, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7582481&dopt=Abstract,5-hydroxy tryptamine,serotonin,125.89,False,6.900008766455315
5385,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,0.79,"BONHAUS DW, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7582481&dopt=Abstract,5-hydroxy tryptamine,serotonin,0.79,False,9.102372908709558
5393,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CLONED,,10.0,"BONHAUS DW, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7582481&dopt=Abstract,5-hydroxy tryptamine,serotonin,10.0,False,8.0
5419,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,HUMAN,CLONED,,125.89,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-hydroxy tryptamine,serotonin,125.89,False,6.900008766455315
5420,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,HUMAN,CLONED,,1000.0,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-methoxytryptamine,5-MeO-T,1000.0,False,6.0
5426,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,GUINEA PIG,STRIATUM,,39.81,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-hydroxy tryptamine,serotonin,39.81,False,7.400007822415902
5427,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,GUINEA PIG,STRIATUM,,251.18,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-methoxytryptamine,5-MeO-T,251.18,False,6.60001494389755
5431,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,HUMAN,BRAIN,,316.22,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-hydroxy tryptamine,serotonin,316.22,False,6.500010665665816
5432,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,HUMAN,BRAIN,,501.18,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-methoxytryptamine,5-MeO-T,501.18,False,6.300006268210499
5435,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,RAT,CLONED,,158.48,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-hydroxy tryptamine,serotonin,158.48,False,6.8000255374695096
5436,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,RAT,CLONED,,398.1,"Van den Wyngaert I, et al., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9349523&dopt=Abstract,5-methoxytryptamine,5-MeO-T,398.1,False,6.400007822415902
5469,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,9.46,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,5-hydroxy tryptamine,serotonin,9.46,False,8.024108863598208
5474,5-HT2B,HTR2B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,HUMAN,CLONED,,16.4,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,5-methoxytryptamine,5-MeO-T,16.4,False,7.785156151952302
5488,5-HT2B,HTR2B,1095,"LSD,2-Bromo",,,,3H-5HT,HUMAN,CLONED,,8.56,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,8.56,False,8.067526235322847
5508,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CLONED,,11.3,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,5-hydroxy tryptamine,serotonin,11.3,False,7.94692155651658
5513,5-HT2B,HTR2B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,CLONED,,9.15,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,5-methoxytryptamine,5-MeO-T,9.15,False,8.038578905933552
5525,5-HT2B,HTR2B,1095,"LSD,2-Bromo",,,,3H-5HT,RAT,CLONED,,12.6,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,12.6,False,7.899629454882437
5546,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-DOI,HUMAN,CLONED,,7.77,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,5-hydroxy tryptamine,serotonin,7.77,False,8.109578981199085
5549,5-HT2A,HTR2A,1095,"LSD,2-Bromo",,,,125I-DOI,HUMAN,CLONED,,0.48,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,0.48,False,9.318758762624412
5562,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-DOI,HUMAN,CLONED,,15.5,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,5-hydroxy tryptamine,serotonin,15.5,False,7.809668301829708
5565,5-HT2C,HTR2C,1095,"LSD,2-Bromo",,,,125I-DOI,HUMAN,CLONED,,7.14,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,7.14,False,8.146301788223825
5581,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,9.8,"KURSAR JD, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8078486&dopt=Abstract,5-hydroxy tryptamine,serotonin,9.8,False,8.008773924307505
5589,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CLONED,,10.2,"KURSAR JD, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8078486&dopt=Abstract,5-hydroxy tryptamine,serotonin,10.2,False,7.991399828238082
6049,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,GUINEA PIG,STRIATUM,,50.11,"GROSSMAN CJ, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8358562&dopt=Abstract,5-hydroxy tryptamine,serotonin,50.11,False,7.300075597257523
6050,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,GUINEA PIG,STRIATUM,,316.22,"GROSSMAN CJ, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8358562&dopt=Abstract,5-methoxytryptamine,5-MeO-T,316.22,False,6.500010665665816
6064,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,GUINEA PIG,HIPPOCAMPUS,,79.43,"GROSSMAN CJ, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8358562&dopt=Abstract,5-hydroxy tryptamine,serotonin,79.43,False,7.100015437450609
6065,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,GUINEA PIG,HIPPOCAMPUS,,630.95,"GROSSMAN CJ, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8358562&dopt=Abstract,5-methoxytryptamine,5-MeO-T,630.95,False,6.200005055311286
6272,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5CT,GUINEA PIG,CLONED,,0.25,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,5-hydroxy tryptamine,serotonin,0.25,False,9.602059991327963
6273,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5CT,GUINEA PIG,CLONED,,0.52,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,5-methoxytryptamine,5-MeO-T,0.52,False,9.2839966563652
6276,5-HT7,HTR7,173,"5-MeOT,N,N tryptamine",,,,3H-5CT,GUINEA PIG,CLONED,,13.18,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,"5-meot,n,n tryptamine",5-MeO-T,13.18,False,7.880084589742009
6278,5-HT7,HTR7,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5CT,GUINEA PIG,CLONED,,21.37,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,"dmt,5-oh",bufotenine,21.37,False,7.6701954778359305
6287,5-HT7,HTR7,1094,"LSD,(+)",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-5CT,GUINEA PIG,CLONED,,15.48,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,"lsd,(+)",LSD (+),15.48,False,7.810229043653126
6309,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5CT,GUINEA PIG,CORTEX,,1.34,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,5-hydroxy tryptamine,serotonin,1.34,False,8.872895201635192
6310,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5CT,GUINEA PIG,CORTEX,,1.58,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,5-methoxytryptamine,5-MeO-T,1.58,False,8.801342913045577
6313,5-HT7,HTR7,173,"5-MeOT,N,N tryptamine",,,,3H-5CT,GUINEA PIG,CORTEX,,107.15,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,"5-meot,n,n tryptamine",5-MeO-T,107.15,False,6.970007824622153
6315,5-HT7,HTR7,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5CT,GUINEA PIG,CORTEX,,95.49,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,"dmt,5-oh",bufotenine,95.49,False,7.020042106659335
6324,5-HT7,HTR7,1094,"LSD,(+)",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-5CT,GUINEA PIG,CORTEX,,30.9,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,"lsd,(+)",LSD (+),30.9,False,7.510041520575165
6385,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-BIMU-1 HIGH,GUINEA PIG,NG108-15,,495.0,"BONHAUS DW, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8246171&dopt=Abstract,5-hydroxy tryptamine,serotonin,495.0,False,6.305394801066431
6392,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-BIMU-1 LOW,GUINEA PIG,NG108-15,>,10000.0,"BONHAUS DW, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8246171&dopt=Abstract,5-hydroxy tryptamine,serotonin,10000.0,True,5.0
6404,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-BIMU-1,GUINEA PIG,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8246171&dopt=Abstract,5-hydroxy tryptamine,serotonin,10000.0,True,5.0
6411,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-BIMU-1,RAT,CLONED,,501.0,"BONHAUS DW, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8246171&dopt=Abstract,5-hydroxy tryptamine,serotonin,501.0,False,6.300162274132754
6488,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,HUMAN,CLONED,,5.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,5-methoxytryptamine,5-MeO-T,5.0,False,8.301029995663981
6491,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,8.1,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,5-hydroxy tryptamine,serotonin,8.1,False,8.09151498112135
6493,5-HT7,HTR7,1095,"LSD,2-Bromo",,,,3H-5HT,HUMAN,CLONED,,30.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,30.0,False,7.522878745280337
6512,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,HUMAN,CLONED,,18.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,5-methoxytryptamine,5-MeO-T,18.0,False,7.7447274948966935
6515,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,56.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,5-hydroxy tryptamine,serotonin,56.0,False,7.251811972993799
6517,5-HT6,HTR6,1095,"LSD,2-Bromo",,,,125I-LSD,HUMAN,CLONED,,17.1,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,17.1,False,7.767003889607846
6523,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,125I-LSD,MOUSE,CLONED,,5.01,"UNSWORTH CD, ET AL.,1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8169832&dopt=Abstract,5-methoxytryptamine,5-MeO-T,5.01,False,8.300162274132754
6524,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,MOUSE,CLONED,,39.81,"UNSWORTH CD, ET AL.,1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8169832&dopt=Abstract,5-hydroxy tryptamine,serotonin,39.81,False,7.400007822415902
6570,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,GUINEA PIG,CLONED,,1.0,"TSOU AP, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7518496&dopt=Abstract,5-hydroxy tryptamine,serotonin,1.0,False,9.0
6571,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,GUINEA PIG,CLONED,,1.0,"TSOU AP, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7518496&dopt=Abstract,5-methoxytryptamine,5-MeO-T,1.0,False,9.0
6573,5-HT7,HTR7,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,GUINEA PIG,CLONED,,19.95,"TSOU AP, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7518496&dopt=Abstract,"dmt,5-oh",bufotenine,19.95,False,7.700057099977233
6579,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,RAT,CLONED,,151.0,"SEBBEN M, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7696602&dopt=Abstract,5-hydroxy tryptamine,serotonin,151.0,False,6.821023052706831
6580,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,125I-LSD,RAT,CLONED,,39.0,"SEBBEN M, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7696602&dopt=Abstract,5-methoxytryptamine,5-MeO-T,39.0,False,7.4089353929735005
6581,5-HT6,HTR6,1094,"LSD,(+)",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,125I-LSD,RAT,CLONED,,1.26,"SEBBEN M, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7696602&dopt=Abstract,"lsd,(+)",LSD (+),1.26,False,8.899629454882437
6594,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,Mammalian,CLONED,,0.6,"SEBBEN M, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7696602&dopt=Abstract,5-hydroxy tryptamine,serotonin,0.6,False,9.221848749616356
6595,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,Mammalian,CLONED,,0.94,"SEBBEN M, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7696602&dopt=Abstract,5-methoxytryptamine,5-MeO-T,0.94,False,9.0268721464003
6596,5-HT7,HTR7,1094,"LSD,(+)",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-5HT,Mammalian,CLONED,,9.5,"SEBBEN M, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7696602&dopt=Abstract,"lsd,(+)",LSD (+),9.5,False,8.022276394711152
6605,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,MOUSE,CLONED,,5.01,"PLASSAT JL, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394987&dopt=Abstract,5-hydroxy tryptamine,serotonin,5.01,False,8.300162274132754
6606,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,MOUSE,CLONED,,6.3,"PLASSAT JL, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394987&dopt=Abstract,5-methoxytryptamine,5-MeO-T,6.3,False,8.200659450546418
6607,5-HT6,HTR6,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,MOUSE,CLONED,,100.0,"PLASSAT JL, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394987&dopt=Abstract,"dmt,5-oh",bufotenine,100.0,False,7.0
6616,5-HT6,HTR6,1095,"LSD,2-Bromo",,,,3H-5HT,MOUSE,CLONED,,10.0,"PLASSAT JL, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394987&dopt=Abstract,"lsd,2-bromo",2-Bromo-LSD,10.0,False,8.0
6637,5-HT1E,HTR1E,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,11.0,"ZGOMBICK JM, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1513320&dopt=Abstract,5-hydroxy tryptamine,serotonin,11.0,False,7.958607314841775
6646,5-HT1E,HTR1E,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-5HT,HUMAN,CLONED,,528.0,"ZGOMBICK JM, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1513320&dopt=Abstract,"dmt,5-me",5-Me-DMT,528.0,False,6.277366077466188
6653,5-HT1E,HTR1E,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,HUMAN,CLONED,,3151.0,"ZGOMBICK JM, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1513320&dopt=Abstract,5-methoxytryptamine,5-MeO-T,3151.0,False,5.501551596826
6749,5-HT1F,HTR1F,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,10.0,"Adham N, et al., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8380639&dopt=Abstract,5-hydroxy tryptamine,serotonin,10.0,False,8.0
6753,5-HT1F,HTR1F,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-5HT,HUMAN,CLONED,,37.0,"Adham N, et al., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8380639&dopt=Abstract,"dmt,5-me",5-Me-DMT,37.0,False,7.431798275933005
