number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower
27917,5-HT2A,HTR2A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-DOB,HUMAN,CLONED,,38.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-methoxytryptamine
27920,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,HUMAN,CLONED,,341.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-hydroxy tryptamine
27921,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-DOB,HUMAN,CLONED,,14.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-hydroxy tryptamine
27944,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,RAT,CLONED,,215.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-methoxytryptamine
27945,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,CLONED,,14.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-methoxytryptamine
27946,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,RAT,CLONED,,159.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-hydroxy tryptamine
27947,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CLONED,,11.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-hydroxy tryptamine
27951,5-HT6,HTR6,3325,"Tryptamine, 5-methoxy-2me",,,,3H-Lysergic,HUMAN,CLONED,,98.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"tryptamine, 5-methoxy-2me"
27952,5-HT6,HTR6,3326,"DMT,2-Me",,,,3H-Lysergic,HUMAN,CLONED,,300.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me"
27953,5-HT6,HTR6,3327,"DMT,2-Me-5-methoxy",,,,3H-Lysergic,HUMAN,CLONED,,80.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27955,5-HT6,HTR6,3329,5-Methoxy-2-n-propyl-DMT Oxalate,,,,3H-Lysergic,HUMAN,CLONED,,185.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-n-propyl-dmt oxalate
27956,5-HT6,HTR6,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-Lysergic,HUMAN,CLONED,,54.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27957,5-HT6,HTR6,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-Lysergic,HUMAN,CLONED,,78.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,5-me"
27958,5-HT6,HTR6,3331,5-Methoxy-1-(2-propyl)-DMT Maleate,,,,3H-Lysergic,HUMAN,CLONED,,130.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-1-(2-propyl)-dmt maleate
27967,5-HT1A,HTR1A,3327,"DMT,2-Me-5-methoxy",,,,3H-8-OH-DPAT,HUMAN,CLONED,,200.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27969,5-HT1A,HTR1A,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-8-OH-DPAT,HUMAN,CLONED,,1470.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27970,5-HT1D,HTR1D,3327,"DMT,2-Me-5-methoxy",,,,3H-GR-125743,HUMAN,CLONED,,250.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27972,5-HT1D,HTR1D,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-GR-125743,HUMAN,CLONED,,6225.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27973,5-HT1E,HTR1E,3327,"DMT,2-Me-5-methoxy",,,,3H-5HT,HUMAN,CLONED,,1800.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27975,5-HT1E,HTR1E,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-5HT,HUMAN,CLONED,>,10000.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27976,5-HT2A,HTR2A,3327,"DMT,2-Me-5-methoxy",,,,3H-KETANSERIN,RAT,CLONED,>,10000.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27978,5-HT2A,HTR2A,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-KETANSERIN,RAT,CLONED,,470.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27979,5-HT2C,HTR2C,3327,"DMT,2-Me-5-methoxy",,,,3H-MESULERGINE,RAT,CLONED,,4020.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27981,5-HT2C,HTR2C,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-MESULERGINE,RAT,CLONED,,675.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27985,5-HT7,HTR7,3327,"DMT,2-Me-5-methoxy",,,,3H-LSD,HUMAN,CLONED,,145.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27987,5-HT7,HTR7,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-LSD,HUMAN,CLONED,,155.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
27988,5-HT6,HTR6,3327,"DMT,2-Me-5-methoxy",,,,3H-LSD,HUMAN,CLONED,,60.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,"dmt,2-me-5-methoxy"
27990,5-HT6,HTR6,3330,5-Methoxy-2-phenyl-DMT Oxalate,,,,3H-LSD,HUMAN,CLONED,,20.0,"Glennon RA, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10715164&dopt=Abstract,5-methoxy-2-phenyl-dmt oxalate
28465,5-HT2C,HTR2C,1247,MOLINDONE,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,7416-34-4,,125I-DOI,HUMAN,CLONED,>,10000.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,molindone
28470,5-HT2C,HTR2C,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,125I-DOI,HUMAN,CLONED,,35.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,risperidone
28475,5-HT2C,HTR2C,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,125I-DOI,HUMAN,CLONED,,13.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,ziprasidone
28482,5-HT2A,HTR2A,1247,MOLINDONE,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,7416-34-4,,3H-KETANSERIN,HUMAN,CLONED,,320.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,molindone
28487,5-HT2A,HTR2A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-KETANSERIN,HUMAN,CLONED,,0.17,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,risperidone
28492,5-HT2A,HTR2A,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-KETANSERIN,HUMAN,CLONED,,0.3,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,ziprasidone
28618,5-HT1A,HTR1A,1247,MOLINDONE,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,7416-34-4,,3H-8-OH-DPAT,HUMAN,CLONED,,3797.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,molindone
28623,5-HT1A,HTR1A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-8-OH-DPAT,HUMAN,CLONED,,427.5,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,risperidone
28628,5-HT1A,HTR1A,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-8-OH-DPAT,HUMAN,CLONED,,76.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,ziprasidone
28635,5-HT6,HTR6,1247,MOLINDONE,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,7416-34-4,,3H-LSD,HUMAN,CLONED,,1008.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,molindone
28640,5-HT6,HTR6,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-LSD,HUMAN,CLONED,,1188.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,risperidone
28645,5-HT6,HTR6,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-LSD,HUMAN,CLONED,,60.9,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,ziprasidone
28652,5-HT7,HTR7,1247,MOLINDONE,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,7416-34-4,,3H-LSD,HUMAN,CLONED,,3053.0,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,molindone
28657,5-HT7,HTR7,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-LSD,HUMAN,CLONED,,6.6,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,risperidone
28662,5-HT7,HTR7,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-LSD,HUMAN,CLONED,,6.62,"Kroeze WK, et.al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract,ziprasidone
30632,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GRANISETRON,MOUSE,CLONED,,27.0,"Green, T et. al., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7890738,5-hydroxy tryptamine
31055,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,esophagus,,316.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,5-methoxytryptamine
31056,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,esophagus,,200.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,5-hydroxy tryptamine
31356,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,RAT,BRAIN,,0.12589254117942,"Hemedah M, et al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10051134,5-hydroxy tryptamine
31357,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,RAT,BRAIN,,0.63095734448019,"Hemedah M, et al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10051134,5-methoxytryptamine
31359,5-HT7,HTR7,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-MESULERGINE,RAT,BRAIN,,5.0118723362727,"Hemedah M, et al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10051134,risperidone
31366,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,GUINEA PIG,ILEUM,,0.1,"Hemedah M, et al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10051134,5-hydroxy tryptamine
31367,5-HT7,HTR7,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,GUINEA PIG,ILEUM,,0.25118864315096,"Hemedah M, et al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10051134,5-methoxytryptamine
31369,5-HT7,HTR7,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-MESULERGINE,GUINEA PIG,ILEUM,,0.3981071705535,"Hemedah M, et al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10051134,risperidone
31734,5-HT1A,HTR1A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-8-OH-DPAT,RAT,CORTEX,,490.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,risperidone
31736,5-HT1A,HTR1A,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-8-OH-DPAT,RAT,CORTEX,,19.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,org-5222
31740,5-HT1B,HTR1B,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-5HT,RAT,CORTEX,,1325.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,risperidone
31742,5-HT1B,HTR1B,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-5HT,RAT,CORTEX,,68.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,org-5222
31745,5-HT1D,HTR1D,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-5HT,Beef,STRIATUM,,100.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,risperidone
31748,5-HT1D,HTR1D,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-5HT,Beef,STRIATUM,,18.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,org-5222
31752,5-HT2A,HTR2A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-KETANSERIN,RAT,CORTEX,,0.6,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,risperidone
31754,5-HT2A,HTR2A,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-KETANSERIN,RAT,CORTEX,,0.4,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,org-5222
31758,5-HT2C,HTR2C,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-MESULERGINE,HUMAN,CORTEX,,26.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,risperidone
31760,5-HT2C,HTR2C,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-MESULERGINE,HUMAN,CORTEX,,0.2,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,org-5222
31765,5-HT3,HTR3A,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-LY 278584,RAT,CORTEX,,3000.0,"Bymaster F.P., et. al., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531,org-5222
31836,5-HT2A,HTR2A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,35S-GTPGammaS,HUMAN,CLONED,,7.0,"Bymaster F.P., et. al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10227113,risperidone
31837,5-HT2B,HTR2B,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,35S-GTPGammaS,HUMAN,CLONED,,115.0,"Bymaster F.P., et. al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10227113,risperidone
31838,5-HT2C,HTR2C,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,35S-GTPGammaS,HUMAN,CLONED,,44.0,"Bymaster F.P., et. al., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10227113,risperidone
31951,5-HT2C,HTR2C,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,UNDEFINED,HUMAN,CLONED,,44.0,"Bymaster F.P., et. al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14642972,risperidone
32037,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5CT,HUMAN,CLONED,,6.3095734448019,"Thomas DR et al., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9720804,5-hydroxy tryptamine
32039,5-HT7,HTR7,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-5CT,HUMAN,CLONED,,5.0118723362727,"Thomas DR et al., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9720804,risperidone
32500,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,2.4,"Kimura Y, et al., 2004",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14709324,5-hydroxy tryptamine
32504,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,21.0,"Kimura Y, et al., 2004",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14709324,5-hydroxy tryptamine
32508,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,19.0,"Kimura Y, et al., 2004",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14709324,5-hydroxy tryptamine
32531,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-DOI,HUMAN,CLONED,,14.0,"Bentley JM, et al., 2004",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15081042,5-hydroxy tryptamine
32534,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,12.0,"Bentley JM, et al., 2004",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15081042,5-hydroxy tryptamine
32537,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,6.9,"Bentley JM, et al., 2004",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15081042,5-hydroxy tryptamine
